X,Y,OBJECTID,Event_Uniq,district,Crime_Type,Occurren_4,DateCon,Crimestopp,Divisional
-79.33496967,43.67988078,106,GO-2017485843,d55,Assault,19,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/
-79.5318955,43.70318467,107,GO-2017486106,d12,Assault,19,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/
-79.52376961,43.64266218,108,GO-2017485860,d22,Assault,19,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d22/
-79.19727026,43.75845127,109,GO-2017486571,d43,Assault,21,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d43/
-79.43703018,43.73420212,110,GO-2017486998,d32,Assault,22,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d32/
-79.45066802,43.6942229,111,GO-2017486895,d13,Assault,22,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/
-79.41342653,43.65246962,112,GO-2017487014,d14,Assault,23,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/
-79.39867839,43.70820973,113,GO-2017486616,d53,Assault,0,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d53/
-79.44717077,43.69471745,114,GO-2017487226,d13,Assault,0,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/
-79.33078788,43.79176437,115,GO-2017487350,d33,Assault,0,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d33/
-79.29315987,43.74464459,116,GO-2017487714,d41,Assault,2,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d41/
-79.35674616,43.64988057,117,GO-2017487872,d51,Assault,2,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/
-79.40273982,43.64940164,118,GO-2017488026,d14,Assault,3,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/
-79.37610984,43.64414643,119,GO-2017488084,d51,Assault,3,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/
-79.48887944,43.60729382,120,GO-2017488367,d22,Assault,5,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d22/
-79.39978517,43.64372603,121,GO-2017482234,d14,Assault,3,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/
-79.43002514,43.69765451,122,GO-2017488986,d13,Assault,9,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/
-79.28585973,43.68516105,123,GO-2017489418,d41,Assault,11,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d41/
-79.26004758,43.78517464,124,GO-2017489481,d42,Assault,11,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d42/
-79.37331257,43.64725727,125,GO-2017489921,d51,Assault,1,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/
-79.48326766,43.62051169,126,GO-2017490008,d22,Assault,13,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d22/
-79.42653282,43.7379348,127,GO-2017490040,d32,Assault,5,"Wednesday, March 15, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d32/
-79.26620779,43.80493717,128,GO-2017490128,d42,Assault,14,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d42/
-79.34018432,43.6581405,129,GO-2017490182,d55,Assault,14,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/
-79.50546894,43.59817377,130,GO-2017490498,d22,Assault,15,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d22/
-79.44840806,43.71521307,131,GO-2017485342,d32,Assault,17,"Saturday, March 18, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d32/
-79.57747277,43.72833747,132,GO-2017491744,d23,Assault,9,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d23/
-79.33496967,43.67988078,133,GO-2017490880,d54,Assault,16,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/
-79.37997399,43.6540628,134,GO-2017492091,d52,Assault,20,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d52/
-79.46724445,43.65398082,135,GO-2017491840,d11,Assault,20,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d11/
-79.31392921,43.74848691,136,GO-2017492536,d33,Assault,22,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d33/
-79.3758529,43.66648627,137,GO-2017492681,d51,Assault,22,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/
-79.45344287,43.65503019,138,GO-2017492787,d11,Assault,21,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d11/
-79.33037242,43.68975203,139,GO-2017491968,d54,Assault,19,"Sunday, March 19, 2017",https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/
